variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
h2o,Mass Fraction of Water,mon,AERmon,3176.75,907
ta,Air Temperature,mon,Emon,3166.55,26849
prlsprof,Stratiform Rainfall Flux,3hrPt,CF3hr,3159.78,724
uas,Eastward Near-Surface Wind,6hr,6hrPlevPt,3152.72,7919
tnhusmp,Tendency of Specific Humidity Due to Model Physics,subhrPt,CFsubhr,3132.76,865
hur,Relative Humidity,subhrPt,CFsubhr,3128.65,844
mmrsoa,Secondary Organic Aerosol Mass Mixing Ratio,mon,AERmon,3123.98,4499
loadbc,Load of Black Carbon Aerosol,day,Eday,3116.44,5824
si,Total Dissolved Inorganic Silicon Concentration,yr,Oyr,3102.22,10937
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,mon,Amon,3087.94,283831
hfy,Ocean Heat Y Transport,mon,Omon,3079.48,55362
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,mon,Amon,3067.24,260093
tauu,Surface Downward Eastward Wind Stress,mon,Amon,3066.27,246206
concdust,Concentration of Dust,mon,Emon,3057.24,986
hno3,HNO3 Volume Mixing Ratio,mon,AERmon,3057.02,3622
rld,Downwelling Longwave Radiation,subhrPt,CFsubhr,3044.66,866
hcho,Formaldehyde Volume Mixing Ratio,mon,AERmon,2990.57,3812
rldcs,Downwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,2985.83,840
tauv,Surface Downward Northward Wind Stress,mon,Amon,2974.91,238202
conccmcn,Number Concentration Coarse Mode Aerosol,mon,Emon,2956.97,665
sisnthick,Snow Thickness,day,SIday,2941.47,10213
chlpico,Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,2925.81,1375
vas,Northward Near-Surface Wind,6hr,6hrPlevPt,2918.82,7672
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,mon,Emon,2884.45,747
pfull,Pressure at Model Full-Levels,6hrPt,6hrLev,2877.75,138
rlu,Upwelling Longwave Radiation,subhrPt,CFsubhr,2856.19,736
wfo,Water Flux into Sea Water,mon,Omon,2828.61,88339
od550aer,Ambient Aerosol Optical Thickness at 550nm,day,AERday,2822.28,7712
clc,Convective Cloud Area Percentage,3hrPt,CF3hr,2819.18,730
opottemppadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,mon,Emon,2815.33,537
sithick,Sea Ice Thickness,mon,SImon,2812.76,269732
zg500,Geopotential Height at 500hPa,6hrPt,6hrPlevPt,2809.40,3591
lossco,Monthly Loss of Atmospheric Carbon Monoxide,mon,AERmon,2805.72,4315
zmla,Height of Boundary Layer,day,Eday,2797.90,7346
tnhusscpbl,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,subhrPt,CFsubhr,2787.64,863
ch4,Mole Fraction of CH4,mon,Amon,2757.94,6177
loadss,Load of Sea-Salt Aerosol,day,Eday,2748.65,4880
clivi,Ice Water Path,day,CFday,2715.49,5774
loadso4,Load of SO4,day,Eday,2676.39,4914
loadoa,Load of Dry Aerosol Organic Matter,day,Eday,2657.28,4974
hcl,HCl Volume Mixing Ratio,mon,AERmon,2643.17,662
zhalfo,Depth Below Geoid of Interfaces Between Ocean Layers,mon,Omon,2621.51,21114
rv850,Relative Vorticity at 850hPa,6hrPt,6hrPlevPt,2592.89,2920
wap500,Pressure Tendency,day,CFday,2586.66,5775
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,mon,Amon,2567.20,237428
clcalipso,CALIPSO Percentage Cloud Cover,mon,CFmon,2544.18,1761
huss,Near-Surface Specific Humidity,6hrPt,6hrPlevPt,2538.69,4190
loaddust,Load of Dust,day,Eday,2533.72,5055
rlucs,Upwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,2501.57,675
n2o,Mole Fraction of N2O,mon,AERmon,2434.80,810
ta500,Air Temperature,day,Eday,2411.91,10091
clwvi,Condensed Water Path,day,CFday,2372.66,5913
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,mon,Emon,2346.96,689
mmrnh4,NH4 Mass Mixing Ratio,mon,AERmon,2341.91,4024
photo1d,"Photolysis Rate of Ozone (O3) to Excited Atomic Oxygen (the Singlet D State, O1D)",mon,AERmon,2327.44,893
sitemptop,Surface Temperature of Sea Ice,day,SIday,2327.39,8297
prsn,Snowfall Flux,mon,Amon,2312.25,379289
prc,Convective Precipitation,mon,Amon,2295.50,205148
prsnc,Convective Snowfall Flux,3hrPt,CF3hr,2295.41,733
ta700,Air Temperature,day,CFday,2266.35,6768
expc,Downward Flux of Particulate Organic Carbon,yr,Oyr,2263.71,9723
ocontemppadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,mon,Emon,2247.68,191
intpp,Primary Organic Carbon Production by All Types of Phytoplankton,mon,Omon,2245.86,33830
ocontemppmdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,mon,Emon,2199.85,190
dissic,Dissolved Inorganic Carbon Concentration,yr,Oyr,2192.75,9062
pfull,Pressure at Model Full-Levels,3hrPt,CF3hr,2184.87,258
hus,Specific Humidity,6hr,6hrPlevPt,2159.24,6088
ocontemptend,Tendency of Sea Water Conservative Temperature Expressed as Heat Content,mon,Emon,2154.71,188
pfull,Pressure at Model Full-Levels,subhrPt,CFsubhr,2154.44,273
prsnc,Convective Snowfall Flux,3hr,E3hr,2150.59,37
clws,Mass Fraction of Stratiform Cloud Liquid Water,3hrPt,CF3hr,2150.54,714
sfcwind,Near-Surface Wind Speed,6hrPt,6hrPlevPt,2149.71,3077
wbptemp,Wet Bulb Potential Temperature,6hrPt,6hrPlevPt,2109.94,673
isop,Isoprene Volume Mixing Ratio,mon,AERmon,2091.88,3972
ocontemprmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Residual Mean Advection,mon,Emon,2072.64,152
snc,Snow Area Percentage,day,day,2061.82,72163
ocontempdiff,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,mon,Emon,2036.32,189
pan,PAN Volume Mixing Ratio,mon,AERmon,2006.85,3321
prrc,Convective Rainfall Rate,3hr,E3hr,2000.17,690
msftbarot,Ocean Barotropic Mass Streamfunction,mon,Omon,1988.86,107638
prsn,Snowfall Flux,mon,Omon,1988.02,44421
po4,Total Dissolved Inorganic Phosphorus Concentration,yr,Oyr,1976.85,7818
phycos,Sea Surface Phytoplankton Carbon Concentration,day,Oday,1975.09,674
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,day,Eday,1973.00,2572
c3h8,C3H8  volume mixing ratio,mon,AERmon,1968.33,3265
tnhusd,Tendency of Specific Humidity Due to Numerical Diffusion,mon,CFmon,1951.71,894
lai,Leaf Area Index,day,Eday,1950.69,9205
cls,Percentage Cover of Stratiform Cloud,3hrPt,CF3hr,1942.24,369
ec550aer,Aerosol Extinction Coefficient,6hrPt,6hrLev,1939.42,530
c2h6,C2H6 Volume Mixing Ratio,mon,AERmon,1937.08,3275
zg,Geopotential Height,mon,Emon,1917.41,19421
hfx,Ocean Heat X Transport,mon,Omon,1914.04,53782
ch3coch3,CH3COCH3  volume mixing ratio,mon,AERmon,1913.75,3261
sivol,Sea-Ice Volume per Area,mon,SImon,1902.22,181076
tntc,Tendency of Air Temperature Due to Convection,subhrPt,CFsubhr,1893.76,745
hurs,Near-Surface Relative Humidity,6hr,6hrPlev,1879.92,3635
dfe,Dissolved Iron Concentration,yr,Oyr,1878.79,7860
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,3hr,3hr,1876.90,963
rsucs,Upwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,1841.88,688
rsntds,Net Downward Shortwave Radiation at Sea Water Surface,mon,Omon,1829.31,74586
rsdcs,Downwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,1823.28,669
prcprof,Convective Rainfall Flux,3hrPt,CF3hr,1820.82,364
rtmt,Net Downward Radiative Flux at Top of Model,mon,Amon,1818.29,156099
mcu,Convective Updraft Mass Flux,mon,CFmon,1814.72,2596
clivi,Ice Water Path,mon,Amon,1812.52,165363
rsd,Downwelling Shortwave Radiation,subhrPt,CFsubhr,1810.69,685
n2o,Mole Fraction of N2O,mon,Amon,1809.09,1694
rsu,Upwelling Shortwave Radiation,subhrPt,CFsubhr,1782.90,687
tntpbl,Tendency of Air Temperature Due to Boundary Layer Mixing,mon,Emon,1768.28,1187
siconca,Sea-Ice Area Percentage (Atmospheric Grid),day,SIday,1760.00,66266
clwvi,Condensed Water Path,mon,Amon,1729.38,163265
mrso,Total Soil Moisture Content,mon,Lmon,1723.89,400190
mrsll,Liquid Water Content of Soil Layer,mon,Emon,1705.07,14902
tnhusc,Tendency of Specific Humidity Due to Convection,subhrPt,CFsubhr,1698.24,745
talk,Total Alkalinity,yr,Oyr,1678.63,6202
msftyz,Ocean Y Overturning Mass Streamfunction,mon,Omon,1673.29,186683
mrsol,Total Water Content of Soil Layer,6hrPt,6hrPlevPt,1669.07,942
tnhuspbl,Tendency of Specific Humidity Due to Boundary Layer Mixing,mon,Emon,1667.76,1193
ph,pH,yr,Oyr,1666.59,7293
v2,Mean-Squared Northward Wind Speed,mon,Emon,1655.87,395
chegpso4,Gas-Phase Production Rate of SO4,mon,AERmon,1647.80,3857
rsucs,Upwelling Clear-Sky Shortwave Radiation,3hrPt,E3hrPt,1646.23,217
pbo,Sea Water Pressure at Sea Floor,mon,Omon,1635.02,62786
wbptemp,Wet Bulb Potential Temperature,6hr,6hrPlevPt,1633.01,1307
tas,Near-Surface Air Temperature,6hr,6hrPlevPt,1626.31,6286
tnhusd,Tendency of Specific Humidity Due to Numerical Diffusion,subhrPt,CFsubhr,1624.04,124
phalf,Pressure on Model Half-Levels,mon,AERmon,1615.39,4131
chl,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,yr,Oyr,1599.07,7756
tauvpbl,Northward Surface Stress from Planetary Boundary Layer Scheme,day,Eday,1598.72,2704
clis,Mass Fraction of Stratiform Cloud Ice,3hrPt,CF3hr,1592.42,362
ec550aer,Aerosol Extinction Coefficient,mon,Emon,1581.18,419
spco2,Surface Aqueous Partial Pressure of CO2,mon,Omon,1578.40,24251
tauupbl,Eastward Surface Stress from Planetary Boundary Layer Scheme,day,Eday,1559.32,2650
jno2,Photolysis Rate of NO2,mon,AERmon,1548.55,3328
u2,Mean-Squared Eastward Wind Speed,mon,Emon,1537.65,379
hus850,Specific Humidity,day,Eday,1529.60,7184
zg1000,Geopotential Height at 1000hPa,day,AERday,1527.92,3885
od550aer,Ambient Aerosol Optical Thickness at 550nm,mon,AERmon,1511.60,49163
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,3hr,E3hr,1494.69,1801
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,3hr,E3hr,1491.69,2865
phalf,Pressure on Model Half-Levels,subhrPt,CFsubhr,1490.74,265
cldnvi,Column Integrated Cloud Droplet Number,day,Eday,1469.68,2381
mrro,Total Runoff,mon,Lmon,1469.03,340317
sossq,Square of Sea Surface Salinity,day,Oday,1467.37,832
phyc,Phytoplankton Carbon Concentration,yr,Oyr,1454.98,5719
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,Emon,1452.10,845
loadpoa,Load of Dry Aerosol Primary Organic Matter,day,Eday,1450.24,3604
phalf,Pressure on Model Half-Levels,3hrPt,CF3hr,1448.39,248
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,mon,Emon,1402.91,1446
evu,Eddy Viscosity Coefficient for Momentum,mon,CFmon,1388.38,582
chlos,Surface Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,1386.05,18042
edt,Eddy Diffusivity Coefficient for Temperature,mon,CFmon,1384.91,570
epc100,Downward Flux of Particulate Organic Carbon,mon,Omon,1369.89,19839
sispeed,Sea-Ice Speed,day,SIday,1360.35,16049
ts,Surface Temperature,6hrPt,6hrPlevPt,1348.86,4729
remoc,Remineralization of Organic Carbon,yr,Oyr,1329.81,3788
cl,Percentage Cloud Cover,subhrPt,CFsubhr,1329.44,560
ua,Eastward Wind,day,EdayZ,1328.60,12696
mmraerh2o,Aerosol Water Mass Mixing Ratio,mon,AERmon,1324.10,3692
utendogw,Eastward Acceleration Due to Orographic Gravity Wave Drag,mon,Emon,1312.00,1709
pp,Primary Carbon Production by Phytoplankton,yr,Oyr,1310.41,7747
expcalc,Downward Flux of Calcite,yr,Oyr,1291.50,2627
nh4,Dissolved Ammonium Concentration,yr,Oyr,1279.48,2159
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,mon,Emon,1273.24,1175
sfcwind,Near-Surface Wind Speed,3hrPt,CF3hr,1255.89,1756
rsdcs,Downwelling Clear-Sky Shortwave Radiation,3hrPt,E3hrPt,1252.85,171
expsi,Sinking Particulate Silicon Flux,yr,Oyr,1241.37,3207
mlotstmax,Maximum Ocean Mixed Layer Thickness Defined by Sigma T,mon,Omon,1236.29,46729
tob,Sea Water Potential Temperature at Sea Floor,mon,Omon,1231.05,39260
msftmz,Ocean Meridional Overturning Mass Streamfunction,mon,Omon,1230.73,54826
c3h6,C3H6  volume mixing ratio,mon,AERmon,1220.66,3025
twap,Product of Air Temperature and Omega,mon,Emon,1213.88,244
gpp,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],3hr,E3hr,1210.80,693
cldicemxrat,Cloud Ice Mixing Ratio,6hrPt,6hrPlevPt,1207.98,138
mmrpm2p5,PM2.5 Mass Mixing Ratio,mon,AERmon,1203.51,3600
mmrpm1,PM1.0 Mass Mixing Ratio,mon,AERmon,1195.26,1615
tnhusscp,Tendency of Specific Humidity Due to Stratiform Clouds and Precipitation,mon,Emon,1189.62,1158
lossn2o,Monthly Loss of Atmospheric Nitrous Oxide,mon,AERmon,1175.61,238
evs,Water Evaporation Flux Where Ice Free Ocean over Sea,mon,Omon,1175.18,46275
loadsoa,Load of Dry Aerosol Secondary Organic Matter,day,Eday,1166.08,2280
emilnox,Layer-Integrated Lightning Production of NOx,mon,AERmon,1157.13,4579
osalttend,Tendency of Sea Water Salinity Expressed as Salt Content,yr,Oyr,1150.22,2260
osaltdiff,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Dianeutral Mixing,yr,Oyr,1147.25,2266
lai,Leaf Area Index,mon,Lmon,1138.44,189445
dissoc,Dissolved Organic Carbon Concentration,yr,Oyr,1137.45,4145
landcoverfrac,Percentage of Area by Vegetation or Land-Cover Category,mon,Lmon,1131.83,25514
dpco2,Delta CO2 Partial Pressure,mon,Omon,1129.18,14290
osaltrmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Residual Mean Advection,yr,Oyr,1125.12,2238
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,day,Eday,1122.47,2270
osaltpmdiff,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Mesoscale Diffusion,yr,Oyr,1122.42,2197
fgo2,Surface Downward Flux of O2,mon,Omon,1119.97,16935
co3,Carbonate Ion Concentration,yr,Oyr,1110.37,2600
mrsos,Moisture in Upper Portion of Soil Column,mon,Lmon,1110.36,229228
nh50,Artificial Tracer with 50 Day Lifetime,mon,AERmon,1106.96,134
osaltpadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Eddy Advection,yr,Oyr,1102.32,2153
no3os,Surface Dissolved Nitrate Concentration,mon,Omon,1098.82,17111
siu,X-Component of Sea-Ice Velocity,mon,SImon,1091.94,131141
gpp,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Lmon,1091.31,178045
siv,Y-Component of Sea-Ice Velocity,mon,SImon,1082.56,131207
clwc,Mass Fraction of Convective Cloud Liquid Water,mon,CFmon,1073.61,1099
mlotstmin,Minimum Ocean Mixed Layer Thickness Defined by Sigma T,mon,Omon,1058.69,41933
clwc,Mass Fraction of Convective Cloud Liquid Water,3hrPt,CF3hr,1039.04,199
edt,Eddy Diffusivity Coefficient for Temperature,subhrPt,CFsubhr,1030.88,152
clw,Mass Fraction of Cloud Liquid Water,subhrPt,CFsubhr,1029.49,457
t20d,Depth of 20 degree Celsius Isotherm,day,Eday,1028.63,1582
graz,Total Grazing of Phytoplankton by Zooplankton,yr,Oyr,1003.07,6517
ua,Eastward Wind,6hr,6hrLev,996.31,57
rh,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],3hr,E3hr,982.79,422
simass,Sea-Ice Mass per Area,mon,SImon,978.92,101960
dcalc,Calcite Dissolution,yr,Oyr,974.17,2356
opottemptend,Tendency of Sea Water Potential Temperature Expressed as Heat Content,yr,Oyr,968.06,2531
evu,Eddy Viscosity Coefficient for Momentum,subhrPt,CFsubhr,965.97,134
c2h2,C2H2 Volume Mixing Ratio,mon,AERmon,960.96,109
pctisccp,ISCCP Mean Cloud Top Pressure,day,CFday,958.61,1901
zg1000,Geopotential Height at 1000hPa,6hr,6hrPlev,946.35,2093
cldwatmxrat,Cloud Water Mixing Ratio,6hrPt,6hrPlevPt,938.24,114
expfe,Sinking Particulate Iron Flux,yr,Oyr,933.09,832
mrros,Surface Runoff,mon,Lmon,929.20,206457
cli,Mass Fraction of Cloud Ice,subhrPt,CFsubhr,920.31,321
sisnthick,Snow Thickness,mon,SImon,914.82,89960
scldncl,Cloud Droplet Number Concentration of Stratiform Cloud Tops,day,Eday,911.37,2267
concnmcn,Number Concentration of Nucleation Mode Aerosol,mon,Emon,909.25,314
sfcwind,Near-Surface Wind Speed,6hr,6hrPlev,908.08,2159
cod,Cloud Optical Depth,day,AERday,895.55,294
ta,Air Temperature,6hr,6hrLev,883.23,61
reffsclwtop,Cloud-Top Effective Droplet Radius in Stratiform Cloud,day,Eday,883.15,2285
ua,Eastward Wind,monC,Amon,879.30,417
npp,Net Primary Production on Land as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,878.35,139840
va,Northward Wind,monC,Amon,877.75,407
fescav,Non-Biogenic Iron Scavenging,yr,Oyr,876.00,1073
bsi,Mole Concentration of Particulate Organic Matter Expressed as Silicon in Sea Water,yr,Oyr,875.52,3316
chldiat,Mass Concentration of Diatoms Expressed as Chlorophyll in Sea Water,yr,Oyr,874.68,1530
uv,Product of Eastward Wind and Northward Wind,mon,Emon,869.86,246
mrsfl,Frozen Water Content of Soil Layer,mon,Emon,869.07,3938
epcalc100,Downward Flux of Calcite,mon,Omon,860.05,12429
phalf,Pressure on Model Half-Levels,monC,Amon,857.16,1221
co23d,3D-Field of Transported CO2,mon,Emon,855.76,798
clic,Mass Fraction of Convective Cloud Ice,mon,CFmon,851.07,1089
difvho,Ocean Vertical Heat Diffusivity,yr,Oyr,845.58,1968
mc,Convective Mass Flux,subhrPt,CFsubhr,845.13,280
bddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,yr,Oyr,842.32,2772
bddtalk,Rate of Change of Alkalinity Due to Biological Activity,yr,Oyr,837.79,2798
vt,Product of Air Temperature and Northward Wind,mon,Emon,831.81,285
albisccp,ISCCP Mean Cloud Albedo,day,CFday,828.47,1854
opottempdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Dianeutral Mixing,yr,Oyr,821.23,2426
toz,Total Column Ozone,day,AERday,815.46,3520
zossq,Square of Sea Surface Height Above Geoid,mon,Omon,812.35,17021
opottemppadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,yr,Oyr,803.95,2308
pfull,Pressure at Model Full-Levels,monC,Amon,796.27,1226
sob,Sea Water Salinity at Sea Floor,mon,Omon,795.94,38952
tdps,2m Dewpoint Temperature,mon,Emon,790.60,25053
opottemppmdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,yr,Oyr,789.43,2324
bddtdin,Rate of Change of Nitrogen Nutrient Due to Biological Activity,yr,Oyr,789.42,2813
bddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,yr,Oyr,784.30,2954
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,mon,Emon,780.95,1161
dissicnat,Natural Dissolved Inorganic Carbon Concentration,yr,Oyr,780.12,1474
bacc,Bacterial Carbon Concentration,mon,Omon,778.74,449
opottemprmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection,yr,Oyr,778.44,2345
cheaqpso4,Aqueous-Phase Production Rate of SO4,mon,AERmon,767.76,3847
bfe,Mole Concentration of Particulate Organic Matter Expressed as Iron in Sea Water,yr,Oyr,755.08,2887
phyfe,Mole Concentration of Total Phytoplankton Expressed as Iron in Sea Water,yr,Oyr,754.46,3108
co3satarag,Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,yr,Oyr,750.46,1689
intdic,Dissolved Inorganic Carbon Content,mon,Omon,745.00,9368
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,mon,Emon,737.07,443
ra,Carbon Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],3hr,E3hr,732.51,324
prra,Rainfall Flux over Land Ice,3hr,E3hr,728.77,416
bddtdip,Rate of Change of Dissolved Phosphorus Due to Biological Activity,yr,Oyr,728.38,2482
cltisccp,ISCCP Total Cloud Cover Percentage,day,CFday,724.76,1931
difvso,Ocean Vertical Salt Diffusivity,yr,Oyr,721.74,1895
ps,Surface Air Pressure,3hrPt,E3hrPt,720.15,1153
cct,Air Pressure at Convective Cloud Top,day,CFday,719.58,2138
co3satcalc,Mole Concentration of Carbonate Ion in Equilibrium with Pure Calcite in Sea Water,yr,Oyr,719.02,1642
sitimefrac,Fraction of Time Steps with Sea Ice,day,SIday,714.14,6986
pcalc,Calcite Production,yr,Oyr,713.57,2888
tntmp,Tendency of Air Temperature Due to Model Physics,mon,Emon,711.60,970
fediss,Particulate Source of Dissolved Iron,yr,Oyr,710.82,881
nbp,Carbon Mass Flux out of Atmosphere Due to Net Biospheric Production on Land [kgC m-2 s-1],mon,Lmon,710.72,114524
abs550aer,Ambient Aerosol Absorption Optical Thickness at 550nm,mon,AERmon,709.83,24019
wsgmax10m,Maximum Wind Speed of Gust at 10m,6hr,6hrPlev,690.07,1233
tsl,Temperature of Soil,6hrPt,6hrPlevPt,687.46,2480
zooc,Zooplankton Carbon Concentration,yr,Oyr,685.87,3274
clws,Mass Fraction of Stratiform Cloud Liquid Water,mon,CFmon,680.27,1103
clivi,Ice Water Path,3hr,E3hr,673.03,985
ppdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,mon,Emon,672.86,1483
bddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,yr,Oyr,670.59,1935
ts,Surface Temperature,3hrPt,CF3hr,669.75,846
epsi100,Downward Flux of Particulate Silicon,mon,Omon,669.67,9722
rh,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,666.73,93111
ccb,Air Pressure at Convective Cloud Base,day,CFday,662.44,1973
phycos,Sea Surface Phytoplankton Carbon Concentration,mon,Omon,660.64,5376
ua10,Eastward Wind at 10hPa,day,AERday,650.58,530
tntpbl,Tendency of Air Temperature Due to Boundary Layer Mixing,subhrPt,Esubhr,650.05,101
physi,Mole Concentration of Total Phytoplankton Expressed as Silicon in Sea Water,yr,Oyr,649.82,1733
opottemppsmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,mon,Emon,644.25,209
cveg,Carbon Mass in Vegetation,mon,Lmon,643.51,104562
detoc,Detrital Organic Carbon Concentration,yr,Oyr,643.19,4888
ut,Product of Air Temperature and Eastward Wind,mon,Emon,636.51,208
rv850,Relative Vorticity at 850hPa,6hr,6hrPlev,635.79,957
ficeberg,Water Flux into Sea Water from Icebergs,mon,Omon,635.65,9631
evspsblsoi,Water Evaporation from Soil,mon,Lmon,625.92,74106
dfeos,Surface Dissolved Iron Concentration,mon,Omon,625.74,6358
mcd,Downdraft Convective Mass Flux,mon,CFmon,619.06,2088
prhmax,Maximum Hourly Precipitation Rate,6hr,6hrPlev,613.41,575
hus,Specific Humidity,monC,Amon,611.14,363
rlut,TOA Outgoing Longwave Radiation,subhrPt,Esubhr,605.37,37
smc,Shallow Convective Mass Flux,mon,CFmon,601.65,3387
mrlqso,Average Layer Fraction of Liquid Moisture,day,Eday,600.21,1506
tnhuspbl,Tendency of Specific Humidity Due to Boundary Layer Mixing,subhrPt,Esubhr,599.02,91
snw,Surface Snow Amount,mon,LImon,596.48,258981
pbsi,Biogenic Silicon Production,yr,Oyr,593.92,2665
rls,Net Longwave Surface Radiation,day,day,593.61,1530
wap,Omega (=dp/dt),monC,Amon,591.26,301
intppdiat,Net Primary Organic Carbon Production by Diatoms,mon,Omon,588.17,8085
rsdoabsorb,Net Rate of Absorption of Shortwave Energy in Ocean Layer,yr,Oyr,585.20,2258
dmc,Deep Convective Mass Flux,mon,CFmon,585.18,1986
clwvic,Convective Condensed Water Path,day,Eday,585.17,326
chlmisc,Mass Concentration of Other Phytoplankton Expressed as Chlorophyll in Sea Water,yr,Oyr,582.50,353
tossq,Square of Sea Surface Temperature,mon,Omon,580.63,29187
talknat,Natural Total Alkalinity,yr,Oyr,580.59,1278
clis,Mass Fraction of Stratiform Cloud Ice,mon,CFmon,574.94,960
calc,Calcite Concentration,yr,Oyr,569.08,2779
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,subhrPt,Esubhr,567.08,99
sios,Surface Total Dissolved Inorganic Silicon Concentration,mon,Omon,560.39,8414
mrsos,Moisture in Upper Portion of Soil Column,6hrPt,6hrPlevPt,553.74,1431
pbfe,Biogenic Iron Production,yr,Oyr,541.27,2741
phydiat,Mole Concentration of Diatoms Expressed as Carbon in Sea Water,yr,Oyr,540.18,4823
prhmax,Maximum Hourly Precipitation Rate,day,Eday,535.51,1964
clic,Mass Fraction of Convective Cloud Ice,3hrPt,CF3hr,534.93,125
mrfsofr,Average Layer Fraction of Frozen Moisture,day,Eday,534.68,1405
ps,Surface Air Pressure,mon,AERmon,533.57,22823
fsfe,Surface Downward Net Flux of Iron,mon,Omon,530.22,5330
pr,Precipitation,subhrPt,Esubhr,526.63,36
chldiatos,Surface Mass Concentration of Diatoms Expressed as Chlorophyll in Sea Water,mon,Omon,521.94,7968
ta,Air Temperature,monC,Amon,518.81,385
pnitrate,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,yr,Oyr,518.08,1785
snd,Snow Depth,mon,LImon,517.29,173392
rss,Net Shortwave Surface Radiation,day,day,515.05,1481
hfrunoffds,Temperature Flux Due to Runoff Expressed as Heat Flux into Sea Water,mon,Omon,512.85,829
ra,Carbon Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Lmon,512.66,85047
diftrblo,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,yr,Oyr,507.28,738
od550dust,Dust Optical Thickness at 550nm,mon,AERmon,506.75,11788
cl,Percentage Cloud Cover,monC,Amon,505.63,177
va,Northward Wind,6hr,6hrLev,504.90,29
sisnmass,Snow Mass per Area,mon,SImon,501.98,52603
osaltpsmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Parameterized Submesoscale Advection,mon,Emon,500.24,250
hfibthermds,Heat Flux into Sea Water Due to Iceberg Thermodynamics,mon,Omon,497.97,2611
csoil,Carbon Mass in Model Soil Pool,mon,Emon,495.89,74159
dissicabio,Abiotic Dissolved Inorganic Carbon Concentration,yr,Oyr,495.66,812
